EAN,sku,gyartoi_cikkszam,post_title,kiszereles _kg,short_name,prod_cat,product_cat,post_content,published,catalog_visibility,regular_price,crosssell_skus,images
3182550894128,272260,3185003000," ROYAL CANIN MINI STERILISED - száraz táp ivartalanított, kistestű felnőtt kutyák részére ",3,MINI STERILISED,CCN,Kutya száraz tápok,,,visible,6909,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(8).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(9).jpg
3182550807074,184600,3185008000," ROYAL CANIN MINI STERILISED - száraz táp ivartalanított, kistestű felnőtt kutyák részére ",8,MINI STERILISED,CCN,Kutya száraz tápok,,,visible,16701,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(8).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Sterilised/RC-CCN-Mini-Sterilized%20(9).jpg
3182550778657,159800,2990001000, ROYAL CANIN MINI STARTER - száraz táp vemhes szuka és kistestű kölyök kutya részére ,1,"MINI STARTER 
MOTHER & BABYDOG",SHN,Kutya száraz tápok,,,visible,2604,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(8).jpg
3182550778671,159820,2990003000, ROYAL CANIN MINI STARTER - száraz táp vemhes szuka és kistestű kölyök kutya részére ,3,"MINI STARTER 
MOTHER & BABYDOG",SHN,Kutya száraz tápok,,,visible,6680,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(8).jpg
3182550778688,159830,2990008500, ROYAL CANIN MINI STARTER - száraz táp vemhes szuka és kistestű kölyök kutya részére ,8.5,"MINI STARTER 
MOTHER & BABYDOG",SHN,Kutya száraz tápok,,,visible,17209,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Starter%20dry/RC-SHN-Mini-Starter-Mother-Babydog-dry%20(8).jpg
3182550895118,273220,1224001000," ROYAL CANIN MINI RELAX CARE - száraz táp felnőtt kistestű kutyák részére, segít a változásokhoz történő alkalmazkodásban ",1,MINI RELAX CARE,CCN,Kutya száraz tápok,,,visible,2629,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Relax%20Care/RC-CCN-Mini-Relax-Care%20(7).jpg
3182550894074,272210,3018001000," ROYAL CANIN MINI LIGHT WERIGHT CARE - száraz táp hízásra hajlamos, kistestű felnőtt kutyák részére ",1,MINI LIGHT WEIGHT CARE,CCN,Kutya száraz tápok,,,visible,2629,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(8).jpg
3182550894104,272250,3018003000," ROYAL CANIN MINI LIGHT WERIGHT CARE - száraz táp hízásra hajlamos, kistestű felnőtt kutyák részére ",3,MINI LIGHT WEIGHT CARE,CCN,Kutya száraz tápok,,,visible,6909,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(8).jpg
3182550716918,225510,3018008000," ROYAL CANIN MINI LIGHT WERIGHT CARE - száraz táp hízásra hajlamos, kistestű felnőtt kutyák részére ",8,MINI LIGHT WEIGHT CARE,CCN,Kutya száraz tápok,,,visible,16739,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Mini/Mini%20Light%20Weight%20Care/RC-CCN-Mini-Light-Weight-Care%20(8).jpg
3182550727389,212800,2434001500, ROYAL CANIN MINI INDOOR ADULT - lakásban élő kistestű felnőtt kutya száraz táp  ,1.5,MINI INDOOR ADULT ,SHN,Kutya száraz tápok,,,visible,4801,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Mini/Mini%20Indoor%20Adult%20dry/RC-SHN-Mini-Indoor-Adult-dry%20(7).jpg
