EAN,sku,gyartoi_cikkszam,post_title,kiszereles _kg,short_name,prod_cat,product_cat,post_content,published,catalog_visibility,regular_price,crosssell_skus,images
3182550893800,271940,3016010000," ROYAL CANIN MEDIUM DIGESTIVE CARE - száraz táp érzékeny emésztésű, közepes testű felnőtt kutyák részére ",10,MEDIUM DIGESTIVE CARE,CCN,Kutya száraz tápok,,,visible,19126,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(2).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(8).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Digestive%20Care/RC-CCN-Medium-Digestive-Care%20(9).jpg
3182550773829,271920,2442003000," ROYAL CANIN MEDIUM DERMACOMFORT - száraz táp bőrirritációra hajlamos, közepes testű felnőtt kutyák részére ",3,MEDIUM DERMACOMFORT,CCN,Kutya száraz tápok,,,visible,6261,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(8).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(9).jpg
3182550773836,155880,2442010000," ROYAL CANIN MEDIUM DERMACOMFORT - száraz táp bőrirritációra hajlamos, közepes testű felnőtt kutyák részére ",10,MEDIUM DERMACOMFORT,CCN,Kutya száraz tápok,,,visible,19126,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(1).mp4|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(8).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/CCN%20-%20Canine%20Care%20Nutrition/CCN%20Medium/Medium%20Dermacomfort/RC-CCN-Medium-Dermacomfort%20(9).jpg
3182550402439,408170,3003001000, ROYAL CANIN MEDIUM PUPPY - közepes testű kölyök kutya száraz táp  ,1,MEDIUM 11-25 kg PUPPY,SHN,Kutya száraz tápok,,,visible,2045,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(8).jpg
3182550708180,408490,3003004000, ROYAL CANIN MEDIUM PUPPY - közepes testű kölyök kutya száraz táp  ,4,MEDIUM 11-25 kg PUPPY,SHN,Kutya száraz tápok,,,visible,7557,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(8).jpg
3182550402132,141170,3003015000, ROYAL CANIN MEDIUM PUPPY - közepes testű kölyök kutya száraz táp  ,15,MEDIUM 11-25 kg PUPPY,SHN,Kutya száraz tápok,,,visible,23851,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Puppy%20dry/RC-SHN-Medium-Puppy-dry%20(8).jpg
3182550802758,181140,2448015000, ROYAL CANIN MEDIUM AGEING 10+ - közepes testű oidős kutya száraz táp ,15,MEDIUM 11-25 kg AGEING 10+,SHN,Kutya száraz tápok,,,visible,23622,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Ageing10+%20dry/RC-SHN-Medium10-Ageing-dry%20(8).jpg
3182550708203,181080,3005004000, ROYAL CANIN MEDIUM ADULT 7+ - közepes testű idősödő kutya száraz táp  ,4,MEDIUM 11-25 kg ADULT 7+,SHN,Kutya száraz tápok,,,visible,7023,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(8).jpg
3182550402286,181100,3005015000, ROYAL CANIN MEDIUM ADULT 7+ - közepes testű idősödő kutya száraz táp  ,15,MEDIUM 11-25 kg ADULT 7+,SHN,Kutya száraz tápok,,,visible,22136,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(7).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%207+%20dry/RC-SHN-Medium7-Adult-dry%20(8).jpg
3182550708197,408510,3004004000, ROYAL CANIN MEDIUM ADULT - közepes testű felnőtt kutya száraz táp  ,4,MEDIUM 11-25 kg ADULT,SHN,Kutya száraz tápok,,,visible,6680,,https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(1).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(1).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(2).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(2).png|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(3).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(4).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(5).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(6).jpg|https://github.com/totapp91/Royal-Canin/raw/main/Royal%20Canin%20kutya%20eledelek/SHN%20-%20Size%20Health%20Nutrition/SHN%20-%20Medium/Medium%20Adult%20dry/RC-SHN-Medium-Adult-dry%20(7).jpg
